#1	
"double Cosine(6247, 2)"	
2920.5	0.962607
2921	0.933427
2921.5	0.909732
2922	0.900908
2922.5	0.911392
2923	0.935502
2923.5	0.964393
2924	0.988636
2924.5	0.999834
2925	0.992602
2925.5	1
2926	1
2926.5	0
2927	0
2927.5	0
2928	0
2928.5	0
2929	0
2929.5	0
2930	0
2930.5	0
2931	0.994107
2931.5	0.9995
2932	0.986559
2932.5	0.960837
2933	0.931023
2933.5	0.906905
2934	0.897998
2934.5	0.908776
2935	0.933435
2935.5	0.962974
2936	0.987886
2936.5	0.999739
2937	1
2937.5	1
2938	1
2938.5	0
2939	0
2939.5	0
2940	0
2940.5	0
2941	0
2941.5	0
2942	0
2942.5	0
2943	0.99474
2943.5	0.999286
2944	0.985512
2944.5	0.95902
2945	0.928562
2945.5	0.904019
2946	0.895031
2946.5	0.906109
2947	0.931326
2947.5	0.961523
2948	0.987109
2948.5	0.999622
2949	1
2949.5	1
2950	1
2950.5	0
2951	0
2951.5	0
2952	0
2952.5	0
2953	0
2953.5	0
2954	0
2954.5	0
2955	0.995342
2955.5	0.999032
2956	0.984416
2956.5	0.957147
2957	0.926043
2957.5	0.901073
2958	0.892009
2958.5	0.903394
2959	0.929177
2959.5	0.960039
2960	0.986304
2960.5	0.999483
2961	1
2961.5	1
2962	1
2962.5	0
2963	0
2963.5	0
2964	0
2964.5	0
2965	0
2965.5	0
2966	0
2966.5	0
2967	0
2967.5	0
2968	0.983243
2968.5	0.955222
2969	0.923028
2969.5	0.898068
2970	0.888932
2970.5	0.90063
2971	0.926986
2971.5	0.958522
2972	0.985473
2972.5	0.999323
2973	1
2973.5	1
2974	1
2974.5	0
2975	0
2975.5	0
2976	0
2976.5	0
2977	0
2977.5	0
2978	0
2978.5	0
2979	0.996445
2979.5	0.998403
2980	0.982084
2980.5	0.953244
2981	0.920832
2981.5	0.895004
2982	0.885799
2982.5	0.897817
2983	0.924756
2983.5	0.956972
2984	0.984616
2984.5	0.99914
2985	1
2985.5	1
2986	0
2986.5	0
2987	0
2987.5	0
2988	0
2988.5	0
2989	0
2989.5	0
2990	0
2990.5	0
2991	0.996945
2991.5	0.998026
2992	0.980812
2992.5	0.95118
2993	0.918141
2993.5	0.891883
2994	0.882613
2994.5	0.894957
2995	0.922486
2995.5	0.95539
2996	0.983731
2996.5	0.998935
2997	1
2997.5	1
2998	1
2998.5	0
2999	0
2999.5	0
3000	0
3000.5	0
3001	0
3001.5	0
3002	0
3002.5	0
3003	1
3003.5	0.997608
3004	0.979563
3004.5	0.949129
3005	0.915393
3005.5	0.888703
3006	0.879372
3006.5	0.892049
3007	0.920176
3007.5	0.953775
3008	0.982819
3008.5	0.998707
3009	1
3009.5	1
3010	1
3010.5	0
3011	0
3011.5	0
3012	0
3012.5	0
3013	0
3013.5	0
3014	0
3014.5	0
3015	1
3015.5	0.997149
3016	0.97823
3016.5	0.946993
3017	0.912151
3017.5	0.885467
3018	0.876079
3018.5	0.889095
3019	0.917827
3019.5	0.952128
3020	0.98188
3020.5	0.998457
3021	1
3021.5	1
3022	1
3022.5	0
3023	0
3023.5	0
3024	0
3024.5	0
3025	0
3025.5	0
3026	0
3026.5	0
3027	1
3027.5	0.996647
3028	0.976808
3028.5	0.944804
3029	0.909231
3029.5	0.882174
3030	0.872734
3030.5	0.886095
3031	0.915439
3031.5	0.950449
3032	0.980914
3032.5	0.998184
3033	1
3033.5	1
3034	1
3034.5	0
3035	0
3035.5	0
3036	0
3036.5	0
3037	0
3037.5	0
3038	0
3038.5	0
3039	1
3039.5	0.996103
3040	0.975423
3040.5	0.942563
3041	0.906811
3041.5	0.878826
3042	0.869337
3042.5	0.883049
3043	0.913012
3043.5	0.948738
3044	0.979921
3044.5	0.997889
3045	1
3045.5	1
3046	1
3046.5	0
3047	0
3047.5	0
3048	0
3048.5	0
3049	0
3049.5	0
3050	0
3050.5	0
3051	1
3051.5	0.995516
3052	0.973948
3052.5	0.94027
3053	0.90384
3053.5	0.875422
3054	0.865889
3054.5	0.879958
3055	0.910548
3055.5	0.946995
3056	0.9789
3056.5	0.997571
3057	1
3057.5	1
3058	1
3058.5	0
3059	0
3059.5	0
3060	0
3060.5	0
3061	0
3061.5	0
3062	0
3062.5	0
3063	1
3063.5	0.994886
3064	0.972425
3064.5	0.937927
3065	0.900815
3065.5	0.871965
3066	0.862392
3066.5	0.876823
3067	0.908045
3067.5	0.94522
3068	0.977853
3068.5	0.99723
3069	1
3069.5	1
3070	1
3070.5	0
3071	0
3071.5	0
3072	0
3072.5	0
3073	0
3073.5	0
3074	0
3074.5	0
3075	1
3075.5	0.994214
3076	0.970855
3076.5	0.935532
3077	0.897736
3077.5	0.868455
3078	0.858846
3078.5	0.873645
3079	0.905505
3079.5	0.943414
3080	0.976778
3080.5	0.996866
3081	1
3081.5	1
3082	1
3082.5	0
3083	0
3083.5	0
3084	0
3084.5	0
3085	0
3085.5	0
3086	0
3086.5	0
3087	1
3087.5	0.993498
3088	0.969237
3088.5	0.933086
3089	0.894604
3089.5	0.864893
3090	0.855252
3090.5	0.870424
3091	0.902929
3091.5	0.941576
3092	0.975676
3092.5	0.996479
3093	1
3093.5	1
3094	1
3094.5	0
3095	0
3095.5	0
3096	0
3096.5	0
3097	0
3097.5	0
3098	0
3098.5	0
3099	1
3099.5	0.992739
3100	0.967573
3100.5	0.930591
3101	0.891421
3101.5	0.861279
3102	0.851611
3102.5	0.867162
3103	0.900316
3103.5	0.939708
3104	0.974548
3104.5	0.996069
3105	1
3105.5	1
3106	1
3106.5	0
3107	0
3107.5	0
3108	0
3108.5	0
3109	0
3109.5	0
3110	0
3110.5	0
3111	1
3111.5	0.991937
3112	0.965862
3112.5	0.928047
3113	0.888186
3113.5	0.857616
3114	0.847925
3114.5	0.863859
3115	0.897668
3115.5	0.937809
3116	0.973392
3116.5	0.995635
3117	1
3117.5	1
3118	1
3118.5	0
3119	0
3119.5	0
3120	0
3120.5	0
3121	0
3121.5	0
3122	0
3122.5	0
3123	1
