Hours since 00:00 Jan 1,,Hourly Data: Field collector cosine efficiency
5838.5,2919,0.993443
5839.5,2919.5,0.999675
5840.5,2920,0.987565
5841.5,2920.5,0.962607
5842.5,2921,0.933427
5843.5,2921.5,0.909732
5844.5,2922,0.900908
5845.5,2922.5,0.911392
5846.5,2923,0.935502
5847.5,2923.5,0.964393
5848.5,2924,0.988636
5849.5,2924.5,0.999834
5850.5,2925,0.992602
5851.5,2925.5,1
5852.5,2926,1
5853.5,2926.5,0
5854.5,2927,0
5855.5,2927.5,0
5856.5,2928,0
5857.5,2928.5,0
5858.5,2929,0
5859.5,2929.5,0
5860.5,2930,0
5861.5,2930.5,0
5862.5,2931,0.994107
5863.5,2931.5,0.9995
5864.5,2932,0.986559
5865.5,2932.5,0.960837
5866.5,2933,0.931023
5867.5,2933.5,0.906905
5868.5,2934,0.897998
5869.5,2934.5,0.908776
5870.5,2935,0.933435
5871.5,2935.5,0.962974
5872.5,2936,0.987886
5873.5,2936.5,0.999739
5874.5,2937,1
5875.5,2937.5,1
5876.5,2938,1
5877.5,2938.5,0
5878.5,2939,0
5879.5,2939.5,0
5880.5,2940,0
5881.5,2940.5,0
5882.5,2941,0
5883.5,2941.5,0
5884.5,2942,0
5885.5,2942.5,0
5886.5,2943,0.99474
5887.5,2943.5,0.999286
5888.5,2944,0.985512
5889.5,2944.5,0.95902
5890.5,2945,0.928562
5891.5,2945.5,0.904019
5892.5,2946,0.895031
5893.5,2946.5,0.906109
5894.5,2947,0.931326
5895.5,2947.5,0.961523
5896.5,2948,0.987109
5897.5,2948.5,0.999622
5898.5,2949,1
5899.5,2949.5,1
5900.5,2950,1
5901.5,2950.5,0
5902.5,2951,0
5903.5,2951.5,0
5904.5,2952,0
5905.5,2952.5,0
5906.5,2953,0
5907.5,2953.5,0
5908.5,2954,0
5909.5,2954.5,0
5910.5,2955,0.995342
5911.5,2955.5,0.999032
5912.5,2956,0.984416
5913.5,2956.5,0.957147
5914.5,2957,0.926043
5915.5,2957.5,0.901073
5916.5,2958,0.892009
5917.5,2958.5,0.903394
5918.5,2959,0.929177
5919.5,2959.5,0.960039
5920.5,2960,0.986304
5921.5,2960.5,0.999483
5922.5,2961,1
5923.5,2961.5,1
5924.5,2962,1
5925.5,2962.5,0
5926.5,2963,0
5927.5,2963.5,0
5928.5,2964,0
5929.5,2964.5,0
5930.5,2965,0
5931.5,2965.5,0
5932.5,2966,0
5933.5,2966.5,0
5934.5,2967,0
5935.5,2967.5,0
5936.5,2968,0.983243
5937.5,2968.5,0.955222
5938.5,2969,0.923028
5939.5,2969.5,0.898068
5940.5,2970,0.888932
5941.5,2970.5,0.90063
5942.5,2971,0.926986
5943.5,2971.5,0.958522
5944.5,2972,0.985473
5945.5,2972.5,0.999323
5946.5,2973,1
5947.5,2973.5,1
5948.5,2974,1
5949.5,2974.5,0
5950.5,2975,0
5951.5,2975.5,0
5952.5,2976,0
5953.5,2976.5,0
5954.5,2977,0
5955.5,2977.5,0
5956.5,2978,0
5957.5,2978.5,0
5958.5,2979,0.996445
5959.5,2979.5,0.998403
5960.5,2980,0.982084
5961.5,2980.5,0.953244
5962.5,2981,0.920832
5963.5,2981.5,0.895004
5964.5,2982,0.885799
5965.5,2982.5,0.897817
5966.5,2983,0.924756
5967.5,2983.5,0.956972
5968.5,2984,0.984616
5969.5,2984.5,0.99914
5970.5,2985,1
5971.5,2985.5,1
5972.5,2986,0
5973.5,2986.5,0
5974.5,2987,0
5975.5,2987.5,0
5976.5,2988,0
5977.5,2988.5,0
5978.5,2989,0
5979.5,2989.5,0
5980.5,2990,0
5981.5,2990.5,0
5982.5,2991,0.996945
5983.5,2991.5,0.998026
5984.5,2992,0.980812
5985.5,2992.5,0.95118
5986.5,2993,0.918141
5987.5,2993.5,0.891883
5988.5,2994,0.882613
5989.5,2994.5,0.894957
5990.5,2995,0.922486
5991.5,2995.5,0.95539
5992.5,2996,0.983731
5993.5,2996.5,0.998935
5994.5,2997,1
5995.5,2997.5,1
5996.5,2998,1
5997.5,2998.5,0
5998.5,2999,0
5999.5,2999.5,0
6000.5,3000,0
6001.5,3000.5,0
6002.5,3001,0
6003.5,3001.5,0
6004.5,3002,0
6005.5,3002.5,0
6006.5,3003,1
6007.5,3003.5,0.997608
6008.5,3004,0.979563
6009.5,3004.5,0.949129
6010.5,3005,0.915393
6011.5,3005.5,0.888703
6012.5,3006,0.879372
6013.5,3006.5,0.892049
6014.5,3007,0.920176
6015.5,3007.5,0.953775
6016.5,3008,0.982819
6017.5,3008.5,0.998707
6018.5,3009,1
6019.5,3009.5,1
6020.5,3010,1
6021.5,3010.5,0
6022.5,3011,0
6023.5,3011.5,0
6024.5,3012,0
6025.5,3012.5,0
6026.5,3013,0
6027.5,3013.5,0
6028.5,3014,0
6029.5,3014.5,0
6030.5,3015,1
6031.5,3015.5,0.997149
6032.5,3016,0.97823
6033.5,3016.5,0.946993
6034.5,3017,0.912151
6035.5,3017.5,0.885467
6036.5,3018,0.876079
6037.5,3018.5,0.889095
6038.5,3019,0.917827
6039.5,3019.5,0.952128
6040.5,3020,0.98188
6041.5,3020.5,0.998457
6042.5,3021,1
6043.5,3021.5,1
6044.5,3022,1
6045.5,3022.5,0
6046.5,3023,0
6047.5,3023.5,0
6048.5,3024,0
6049.5,3024.5,0
6050.5,3025,0
6051.5,3025.5,0
6052.5,3026,0
6053.5,3026.5,0
6054.5,3027,1
6055.5,3027.5,0.996647
6056.5,3028,0.976808
6057.5,3028.5,0.944804
6058.5,3029,0.909231
6059.5,3029.5,0.882174
6060.5,3030,0.872734
6061.5,3030.5,0.886095
6062.5,3031,0.915439
6063.5,3031.5,0.950449
6064.5,3032,0.980914
6065.5,3032.5,0.998184
6066.5,3033,1
6067.5,3033.5,1
6068.5,3034,1
6069.5,3034.5,0
6070.5,3035,0
6071.5,3035.5,0
6072.5,3036,0
6073.5,3036.5,0
6074.5,3037,0
6075.5,3037.5,0
6076.5,3038,0
6077.5,3038.5,0
6078.5,3039,1
6079.5,3039.5,0.996103
6080.5,3040,0.975423
6081.5,3040.5,0.942563
6082.5,3041,0.906811
6083.5,3041.5,0.878826
6084.5,3042,0.869337
6085.5,3042.5,0.883049
6086.5,3043,0.913012
6087.5,3043.5,0.948738
6088.5,3044,0.979921
6089.5,3044.5,0.997889
6090.5,3045,1
6091.5,3045.5,1
6092.5,3046,1
6093.5,3046.5,0
6094.5,3047,0
6095.5,3047.5,0
6096.5,3048,0
6097.5,3048.5,0
6098.5,3049,0
6099.5,3049.5,0
6100.5,3050,0
6101.5,3050.5,0
6102.5,3051,1
6103.5,3051.5,0.995516
6104.5,3052,0.973948
6105.5,3052.5,0.94027
6106.5,3053,0.90384
6107.5,3053.5,0.875422
6108.5,3054,0.865889
6109.5,3054.5,0.879958
6110.5,3055,0.910548
6111.5,3055.5,0.946995
6112.5,3056,0.9789
6113.5,3056.5,0.997571
6114.5,3057,1
6115.5,3057.5,1
6116.5,3058,1
6117.5,3058.5,0
6118.5,3059,0
6119.5,3059.5,0
6120.5,3060,0
6121.5,3060.5,0
6122.5,3061,0
6123.5,3061.5,0
6124.5,3062,0
6125.5,3062.5,0
6126.5,3063,1
6127.5,3063.5,0.994886
6128.5,3064,0.972425
6129.5,3064.5,0.937927
6130.5,3065,0.900815
6131.5,3065.5,0.871965
6132.5,3066,0.862392
6133.5,3066.5,0.876823
6134.5,3067,0.908045
6135.5,3067.5,0.94522
6136.5,3068,0.977853
6137.5,3068.5,0.99723
6138.5,3069,1
6139.5,3069.5,1
6140.5,3070,1
6141.5,3070.5,0
6142.5,3071,0
6143.5,3071.5,0
6144.5,3072,0
6145.5,3072.5,0
6146.5,3073,0
6147.5,3073.5,0
6148.5,3074,0
6149.5,3074.5,0
6150.5,3075,1
6151.5,3075.5,0.994214
6152.5,3076,0.970855
6153.5,3076.5,0.935532
6154.5,3077,0.897736
6155.5,3077.5,0.868455
6156.5,3078,0.858846
6157.5,3078.5,0.873645
6158.5,3079,0.905505
6159.5,3079.5,0.943414
6160.5,3080,0.976778
6161.5,3080.5,0.996866
6162.5,3081,1
6163.5,3081.5,1
6164.5,3082,1
6165.5,3082.5,0
6166.5,3083,0
6167.5,3083.5,0
6168.5,3084,0
6169.5,3084.5,0
6170.5,3085,0
6171.5,3085.5,0
6172.5,3086,0
6173.5,3086.5,0
6174.5,3087,1
6175.5,3087.5,0.993498
6176.5,3088,0.969237
6177.5,3088.5,0.933086
6178.5,3089,0.894604
6179.5,3089.5,0.864893
6180.5,3090,0.855252
6181.5,3090.5,0.870424
6182.5,3091,0.902929
6183.5,3091.5,0.941576
6184.5,3092,0.975676
6185.5,3092.5,0.996479
6186.5,3093,1
6187.5,3093.5,1
6188.5,3094,1
6189.5,3094.5,0
6190.5,3095,0
6191.5,3095.5,0
6192.5,3096,0
6193.5,3096.5,0
6194.5,3097,0
6195.5,3097.5,0
6196.5,3098,0
6197.5,3098.5,0
6198.5,3099,1
6199.5,3099.5,0.992739
6200.5,3100,0.967573
6201.5,3100.5,0.930591
6202.5,3101,0.891421
6203.5,3101.5,0.861279
6204.5,3102,0.851611
6205.5,3102.5,0.867162
6206.5,3103,0.900316
6207.5,3103.5,0.939708
6208.5,3104,0.974548
6209.5,3104.5,0.996069
6210.5,3105,1
6211.5,3105.5,1
6212.5,3106,1
6213.5,3106.5,0
6214.5,3107,0
6215.5,3107.5,0
6216.5,3108,0
6217.5,3108.5,0
6218.5,3109,0
6219.5,3109.5,0
6220.5,3110,0
6221.5,3110.5,0
6222.5,3111,1
6223.5,3111.5,0.991937
6224.5,3112,0.965862
6225.5,3112.5,0.928047
6226.5,3113,0.888186
6227.5,3113.5,0.857616
6228.5,3114,0.847925
6229.5,3114.5,0.863859
6230.5,3115,0.897668
6231.5,3115.5,0.937809
6232.5,3116,0.973392
6233.5,3116.5,0.995635
6234.5,3117,1
6235.5,3117.5,1
6236.5,3118,1
6237.5,3118.5,0
6238.5,3119,0
6239.5,3119.5,0
6240.5,3120,0
6241.5,3120.5,0
6242.5,3121,0
6243.5,3121.5,0
6244.5,3122,0
6245.5,3122.5,0
6246.5,3123,1
6247.5,3123.5,0.991092
6248.5,3124,0.964105
6249.5,3124.5,0.925454
6250.5,3125,0.884901
6251.5,3125.5,0.853904
6252.5,3126,0.844194
6253.5,3126.5,0.860516
6254.5,3127,0.894985
6255.5,3127.5,0.935879
6256.5,3128,0.972209
6257.5,3128.5,0.995178
6258.5,3129,1
6259.5,3129.5,1
6260.5,3130,1
6261.5,3130.5,0
6262.5,3131,0
6263.5,3131.5,0
6264.5,3132,0
6265.5,3132.5,0
6266.5,3133,0
6267.5,3133.5,0
6268.5,3134,0
6269.5,3134.5,0
6270.5,3135,1
6271.5,3135.5,0.990205
6272.5,3136,0.962303
6273.5,3136.5,0.922814
6274.5,3137,0.881567
6275.5,3137.5,0.850145
6276.5,3138,0.84042
6277.5,3138.5,0.857134
6278.5,3139,0.892268
6279.5,3139.5,0.93392
6280.5,3140,0.971
6281.5,3140.5,0.994698
6282.5,3141,1
6283.5,3141.5,1
6284.5,3142,1
6285.5,3142.5,0
6286.5,3143,0
6287.5,3143.5,0
6288.5,3144,0
6289.5,3144.5,0
6290.5,3145,0
6291.5,3145.5,0
6292.5,3146,0
6293.5,3146.5,0
6294.5,3147,1
6295.5,3147.5,0.989276
6296.5,3148,0.960455
6297.5,3148.5,0.920127
6298.5,3149,0.878185
6299.5,3149.5,0.846339
6300.5,3150,0.836604
6301.5,3150.5,0.853715
6302.5,3151,0.889518
6303.5,3151.5,0.931931
6304.5,3152,0.969764
6305.5,3152.5,0.994194
6306.5,3153,1
6307.5,3153.5,1
6308.5,3154,1
6309.5,3154.5,0
6310.5,3155,0
6311.5,3155.5,0
6312.5,3156,0
6313.5,3156.5,0
6314.5,3157,0
6315.5,3157.5,0
6316.5,3158,0
6317.5,3158.5,0
6318.5,3159,1
6319.5,3159.5,0.988304
6320.5,3160,0.958563
6321.5,3160.5,0.917394
6322.5,3161,0.874757
6323.5,3161.5,0.842488
6324.5,3162,0.832748
6325.5,3162.5,0.85026
6326.5,3163,0.886735
6327.5,3163.5,0.929914
6328.5,3164,0.968502
6329.5,3164.5,0.993667
6330.5,3165,1
6331.5,3165.5,1
6332.5,3166,1
6333.5,3166.5,0
6334.5,3167,0
6335.5,3167.5,0
6336.5,3168,0
6337.5,3168.5,0
6338.5,3169,0
6339.5,3169.5,0
6340.5,3170,0
6341.5,3170.5,0
6342.5,3171,1
6343.5,3171.5,0.987291
6344.5,3172,0.956628
6345.5,3172.5,0.914616
6346.5,3173,0.871283
6347.5,3173.5,0.838594
6348.5,3174,0.828852
6349.5,3174.5,0.846769
6350.5,3175,0.883921
6351.5,3175.5,0.927868
6352.5,3176,0.967213
6353.5,3176.5,0.993116
6354.5,3177,1
6355.5,3177.5,1
6356.5,3178,0
6357.5,3178.5,0
6358.5,3179,0
6359.5,3179.5,0
6360.5,3180,0
6361.5,3180.5,0
6362.5,3181,0
6363.5,3181.5,0
6364.5,3182,0
6365.5,3182.5,0
6366.5,3183,0
6367.5,3183.5,0
6368.5,3184,0.95457
6369.5,3184.5,0.911794
6370.5,3185,0.867424
6371.5,3185.5,0.834658
6372.5,3186,0.823589
6373.5,3186.5,0.843244
6374.5,3187,0.880734
6375.5,3187.5,0.925794
6376.5,3188,0.965899
6377.5,3188.5,0.992542
6378.5,3189,0.573947
6379.5,3189.5,0
6380.5,3190,0
6381.5,3190.5,0
6382.5,3191,0
6383.5,3191.5,0
6384.5,3192,0
6385.5,3192.5,0
6386.5,3193,0
6387.5,3193.5,0
6388.5,3194,0
6389.5,3194.5,0
6390.5,3195,0
6391.5,3195.5,0.985141
6392.5,3196,0.952546
6393.5,3196.5,0
6394.5,3197,0.864203
6395.5,3197.5,0.830682
6396.5,3198,0.820947
6397.5,3198.5,0.839687
6398.5,3199,0
6399.5,3199.5,0
6400.5,3200,0.964559
6401.5,3200.5,0
6402.5,3201,0
6403.5,3201.5,0
6404.5,3202,0
6405.5,3202.5,0
6406.5,3203,0
6407.5,3203.5,0
6408.5,3204,0
6409.5,3204.5,0
6410.5,3205,0
6411.5,3205.5,0
6412.5,3206,0
6413.5,3206.5,0
6414.5,3207,0
6415.5,3207.5,0
6416.5,3208,0.950481
6417.5,3208.5,0.906023
6418.5,3209,0.859935
6419.5,3209.5,0.826666
6420.5,3210,0.816942
6421.5,3210.5,0.836098
6422.5,3211,0.875296
6423.5,3211.5,0.921564
6424.5,3212,0.963194
6425.5,3212.5,0.991323
6426.5,3213,1
6427.5,3213.5,1
6428.5,3214,1
6429.5,3214.5,0
6430.5,3215,0
6431.5,3215.5,0
6432.5,3216,0
6433.5,3216.5,0
6434.5,3217,0
6435.5,3217.5,0
6436.5,3218,0
6437.5,3218.5,0
6438.5,3219,1
6439.5,3219.5,0.98283
6440.5,3220,0.948463
6441.5,3220.5,0.903077
6442.5,3221,0.856958
6443.5,3221.5,0.822613
6444.5,3222,0.812904
6445.5,3222.5,0.832479
6446.5,3223,0.872365
6447.5,3223.5,0.919409
6448.5,3224,0.961803
6449.5,3224.5,0.990679
6450.5,3225,1
6451.5,3225.5,1
6452.5,3226,1
6453.5,3226.5,0
6454.5,3227,0
6455.5,3227.5,0
6456.5,3228,0
6457.5,3228.5,0
6458.5,3229,0
6459.5,3229.5,0
6460.5,3230,0
6461.5,3230.5,0
6462.5,3231,1
6463.5,3231.5,0.981616
6464.5,3232,0.946325
6465.5,3232.5,0.900091
6466.5,3233,0.853277
6467.5,3233.5,0.818524
6468.5,3234,0.808833
6469.5,3234.5,0.828831
6470.5,3235,0.869406
6471.5,3235.5,0.917229
6472.5,3236,0.960388
6473.5,3236.5,0.99001
6474.5,3237,1
6475.5,3237.5,1
6476.5,3238,1
6477.5,3238.5,0
6478.5,3239,0
6479.5,3239.5,0
6480.5,3240,0
6481.5,3240.5,0
6482.5,3241,0
6483.5,3241.5,0
6484.5,3242,0
6485.5,3242.5,0
6486.5,3243,1
6487.5,3243.5,0.980363
6488.5,3244,0.94414
6489.5,3244.5,0.897067
6490.5,3245,0.849558
6491.5,3245.5,0.814401
6492.5,3246,0.804733
6493.5,3246.5,0.825156
6494.5,3247,0.866422
6495.5,3247.5,0.915025
6496.5,3248,0.958949
6497.5,3248.5,0.989319
6498.5,3249,1
6499.5,3249.5,1
6500.5,3250,1
6501.5,3250.5,0
6502.5,3251,0
6503.5,3251.5,0
6504.5,3252,0
6505.5,3252.5,0
6506.5,3253,0
6507.5,3253.5,0
6508.5,3254,0
6509.5,3254.5,0
6510.5,3255,1
6511.5,3255.5,0.979073
6512.5,3256,0.941922
6513.5,3256.5,0.894007
6514.5,3257,0.845805
6515.5,3257.5,0.810245
6516.5,3258,0.800604
6517.5,3258.5,0.821455
6518.5,3259,0.863413
6519.5,3259.5,0.912796
6520.5,3260,0.957485
6521.5,3260.5,0.988604
6522.5,3261,1
6523.5,3261.5,1
6524.5,3262,1
6525.5,3262.5,0
6526.5,3263,0
6527.5,3263.5,0
6528.5,3264,0
6529.5,3264.5,0
6530.5,3265,0
6531.5,3265.5,0
6532.5,3266,0
6533.5,3266.5,0
6534.5,3267,0
6535.5,3267.5,0.977747
6536.5,3268,0.939668
6537.5,3268.5,0.890912
6538.5,3269,0.842017
6539.5,3269.5,0.806059
6540.5,3270,0.796448
6541.5,3270.5,0.817731
6542.5,3271,0.860381
6543.5,3271.5,0.910544
6544.5,3272,0.955998
6545.5,3272.5,0.987241
6546.5,3273,1
6547.5,3273.5,1
6548.5,3274,1
6549.5,3274.5,0
6550.5,3275,0
6551.5,3275.5,0
6552.5,3276,0
6553.5,3276.5,0
6554.5,3277,0
6555.5,3277.5,0
6556.5,3278,0
6557.5,3278.5,0
6558.5,3279,0
6559.5,3279.5,0.975213
6560.5,3280,0.935572
6561.5,3280.5,0.885686
6562.5,3281,0.836453
6563.5,3281.5,0.801152
6564.5,3282,0.792324
6565.5,3282.5,0.813586
6566.5,3283,0.856211
6567.5,3283.5,0.906919
6568.5,3284,0.953357
6569.5,3284.5,0.986461
6570.5,3285,1
6571.5,3285.5,1
6572.5,3286,1
6573.5,3286.5,0
6574.5,3287,0
6575.5,3287.5,0
6576.5,3288,0
6577.5,3288.5,0
6578.5,3289,0
6579.5,3289.5,0
6580.5,3290,0
6581.5,3290.5,0
6582.5,3291,0
6583.5,3291.5,0.973789
6584.5,3292,0.933118
6585.5,3292.5,0.882444
6586.5,3293,0.831992
6587.5,3293.5,0.795488
6588.5,3294,0.78812
6589.5,3294.5,0.80981
6590.5,3295,0.853125
6591.5,3295.5,0.904608
6592.5,3296,0.951917
6593.5,3296.5,0.98564
6594.5,3297,1
6595.5,3297.5,1
6596.5,3298,0
6597.5,3298.5,0
6598.5,3299,0
6599.5,3299.5,0
6600.5,3300,0
6601.5,3300.5,0
6602.5,3301,0
6603.5,3301.5,0
6604.5,3302,0
6605.5,3302.5,0
6606.5,3303,0
6607.5,3303.5,0.972332
6608.5,3304,0.930856
6609.5,3304.5,0.879322
6610.5,3305,0.828743
6611.5,3305.5,0.792668
6612.5,3306,0.783894
6613.5,3306.5,0.806014
6614.5,3307,0.850019
6615.5,3307.5,0.902275
6616.5,3308,0.950233
6617.5,3308.5,0.984832
6618.5,3309,1
6619.5,3309.5,1
6620.5,3310,1
6621.5,3310.5,0
6622.5,3311,0
6623.5,3311.5,0
6624.5,3312,0
6625.5,3312.5,0
6626.5,3313,0
6627.5,3313.5,0
6628.5,3314,0
6629.5,3314.5,0
6630.5,3315,0
6631.5,3315.5,0.970843
6632.5,3316,0.928454
6633.5,3316.5,0.876099
6634.5,3317,0.82485
6635.5,3317.5,0.788392
6636.5,3318,0.779648
6637.5,3318.5,0.802199
6638.5,3319,0.846892
6639.5,3319.5,0.899922
6640.5,3320,0.948637
6641.5,3320.5,0.983983
6642.5,3321,1
6643.5,3321.5,1
6644.5,3322,0
6645.5,3322.5,0
6646.5,3323,0
6647.5,3323.5,0
6648.5,3324,0
6649.5,3324.5,0
6650.5,3325,0
6651.5,3325.5,0
6652.5,3326,0
6653.5,3326.5,0
6654.5,3327,0
6655.5,3327.5,0.969324
6656.5,3328,0.926023
6657.5,3328.5,0.872851
6658.5,3329,0.820934
6659.5,3329.5,0.784095
6660.5,3330,0.775384
6661.5,3330.5,0.798366
6662.5,3331,0.843747
6663.5,3331.5,0.897548
6664.5,3332,0.94702
6665.5,3332.5,0.983111
6666.5,3333,1
6667.5,3333.5,1
6668.5,3334,0
6669.5,3334.5,0
6670.5,3335,0
6671.5,3335.5,0
6672.5,3336,0
6673.5,3336.5,0
6674.5,3337,0
6675.5,3337.5,0
6676.5,3338,0
6677.5,3338.5,0
6678.5,3339,0
6679.5,3339.5,0.967775
6680.5,3340,0.923566
6681.5,3340.5,0.869579
6682.5,3341,0.816997
6683.5,3341.5,0.77978
6684.5,3342,0.771104
6685.5,3342.5,0.794518
6686.5,3343,0.840585
6687.5,3343.5,0.895155
6688.5,3344,0.945382
6689.5,3344.5,0.982216
6690.5,3345,1
6691.5,3345.5,1
6692.5,3346,0
6693.5,3346.5,0
6694.5,3347,0
6695.5,3347.5,0
6696.5,3348,0
6697.5,3348.5,0
6698.5,3349,0
6699.5,3349.5,0
6700.5,3350,0
6701.5,3350.5,0
6702.5,3351,0
6703.5,3351.5,0.966198
6704.5,3352,0.921084
6705.5,3352.5,0.866287
6706.5,3353,0.813042
6707.5,3353.5,0.775449
6708.5,3354,0.76681
6709.5,3354.5,0.790655
6710.5,3355,0.837407
6711.5,3355.5,0.892743
6712.5,3356,0.943723
6713.5,3356.5,0.9813
6714.5,3357,1
6715.5,3357.5,1
6716.5,3358,0
6717.5,3358.5,0
6718.5,3359,0
6719.5,3359.5,0
6720.5,3360,0
6721.5,3360.5,0
6722.5,3361,0
6723.5,3361.5,0
6724.5,3362,0
6725.5,3362.5,0
6726.5,3363,0
6727.5,3363.5,0.964594
6728.5,3364,0.918446
6729.5,3364.5,0.862882
6730.5,3365,0.80907
6731.5,3365.5,0.771105
6732.5,3366,0.762503
6733.5,3366.5,0.786779
6734.5,3367,0.834214
6735.5,3367.5,0.890313
6736.5,3368,0.942044
6737.5,3368.5,0.98036
6738.5,3369,1
6739.5,3369.5,1
6740.5,3370,0
6741.5,3370.5,0
6742.5,3371,0
6743.5,3371.5,0
6744.5,3372,0
6745.5,3372.5,0
6746.5,3373,0
6747.5,3373.5,0
6748.5,3374,0
6749.5,3374.5,0
6750.5,3375,0
6751.5,3375.5,0.962964
6752.5,3376,0.91604
6753.5,3376.5,0.859646
6754.5,3377,0.805084
6755.5,3377.5,0.766748
6756.5,3378,0.758186
6757.5,3378.5,0.782892
6758.5,3379,0.831006
6759.5,3379.5,0.887867
6760.5,3380,0.940345
6761.5,3380.5,0.979399
6762.5,3381,1
6763.5,3381.5,1
6764.5,3382,0
6765.5,3382.5,0
6766.5,3383,0
6767.5,3383.5,0
6768.5,3384,0
6769.5,3384.5,0
6770.5,3385,0
6771.5,3385.5,0
6772.5,3386,0
6773.5,3386.5,0
6774.5,3387,0
6775.5,3387.5,0.96131
6776.5,3388,0.913494
6777.5,3388.5,0.856302
6778.5,3389,0.801086
6779.5,3389.5,0.762382
6780.5,3390,0.753861
6781.5,3390.5,0.778996
6782.5,3391,0.827787
6783.5,3391.5,0.885404
6784.5,3392,0.938627
6785.5,3392.5,0.978416
6786.5,3393,1
6787.5,3393.5,1
6788.5,3394,0
6789.5,3394.5,0
6790.5,3395,0
6791.5,3395.5,0
6792.5,3396,0
6793.5,3396.5,0
6794.5,3397,0
6795.5,3397.5,0
6796.5,3398,0
6797.5,3398.5,0
6798.5,3399,0
6799.5,3399.5,0.959634
6800.5,3400,0.910945
6801.5,3400.5,0.852945
6802.5,3401,0.797078
6803.5,3401.5,0.758009
6804.5,3402,0.749529
6805.5,3402.5,0.775092
6806.5,3403,0.824555
6807.5,3403.5,0.882926
6808.5,3404,0.93689
6809.5,3404.5,0.977411
6810.5,3405,1
6811.5,3405.5,1
6812.5,3406,0
6813.5,3406.5,0
6814.5,3407,0
6815.5,3407.5,0
6816.5,3408,0
6817.5,3408.5,0
6818.5,3409,0
6819.5,3409.5,0
6820.5,3410,0
6821.5,3410.5,0
6822.5,3411,0
6823.5,3411.5,0.957936
6824.5,3412,0.908351
6825.5,3412.5,0.849577
6826.5,3413,0.793064
6827.5,3413.5,0.753631
6828.5,3414,0.745193
6829.5,3414.5,0.771181
6830.5,3415,0.821313
6831.5,3415.5,0.880433
6832.5,3416,0.935134
6833.5,3416.5,0.976385
6834.5,3417,1
6835.5,3417.5,1
6836.5,3418,0
6837.5,3418.5,0
6838.5,3419,0
6839.5,3419.5,0
6840.5,3420,0
6841.5,3420.5,0
6842.5,3421,0
6843.5,3421.5,0
6844.5,3422,0
6845.5,3422.5,0
6846.5,3423,0
6847.5,3423.5,0.956218
6848.5,3424,0.905777
6849.5,3424.5,0.846201
6850.5,3425,0.789044
6851.5,3425.5,0.74925
6852.5,3426,0.740855
6853.5,3426.5,0.767264
6854.5,3427,0.818062
6855.5,3427.5,0.877926
6856.5,3428,0.933361
6857.5,3428.5,0.975337
6858.5,3429,1
6859.5,3429.5,1
6860.5,3430,0
6861.5,3430.5,0
6862.5,3431,0
6863.5,3431.5,0
6864.5,3432,0
6865.5,3432.5,0
6866.5,3433,0
6867.5,3433.5,0
6868.5,3434,0
6869.5,3434.5,0
6870.5,3435,0
6871.5,3435.5,0.954483
6872.5,3436,0.903173
6873.5,3436.5,0.842819
6874.5,3437,0.785023
6875.5,3437.5,0.74487
6876.5,3438,0.736516
6877.5,3438.5,0.763345
6878.5,3439,0.814802
6879.5,3439.5,0.875406
6880.5,3440,0.931571
6881.5,3440.5,0.974269
6882.5,3441,1
6883.5,3441.5,1
6884.5,3442,0
6885.5,3442.5,0
6886.5,3443,0
6887.5,3443.5,0
6888.5,3444,0
6889.5,3444.5,0
6890.5,3445,0
6891.5,3445.5,0
6892.5,3446,0
6893.5,3446.5,0
6894.5,3447,0
6895.5,3447.5,0.952731
6896.5,3448,0.900559
6897.5,3448.5,0.839433
6898.5,3449,0.780245
6899.5,3449.5,0.740492
6900.5,3450,0.732178
6901.5,3450.5,0.759423
6902.5,3451,0.811534
6903.5,3451.5,0.872873
6904.5,3452,0.929764
6905.5,3452.5,0.973179
6906.5,3453,1
6907.5,3453.5,1
6908.5,3454,0
6909.5,3454.5,0
6910.5,3455,0
6911.5,3455.5,0
6912.5,3456,0
6913.5,3456.5,0
6914.5,3457,0
6915.5,3457.5,0
6916.5,3458,0
6917.5,3458.5,0
6918.5,3459,0
6919.5,3459.5,0.950964
6920.5,3460,0.897917
6921.5,3460.5,0.836046
6922.5,3461,0.776984
6923.5,3461.5,0.736118
6924.5,3462,0.727844
6925.5,3462.5,0.755501
6926.5,3463,0.80826
6927.5,3463.5,0.870328
6928.5,3464,0.927975
6929.5,3464.5,1
6930.5,3465,1
6931.5,3465.5,1
6932.5,3466,0
6933.5,3466.5,0
6934.5,3467,0
6935.5,3467.5,0
6936.5,3468,0
6937.5,3468.5,0
6938.5,3469,0
6939.5,3469.5,0
6940.5,3470,0
6941.5,3470.5,0
6942.5,3471,0
6943.5,3471.5,0.949183
6944.5,3472,0.89529
6945.5,3472.5,0.832661
6946.5,3473,0.772972
6947.5,3473.5,0.731752
6948.5,3474,0.723515
6949.5,3474.5,0.751579
6950.5,3475,0.804981
6951.5,3475.5,0.867772
6952.5,3476,0.926217
6953.5,3476.5,1
6954.5,3477,1
6955.5,3477.5,1
6956.5,3478,0
6957.5,3478.5,0
6958.5,3479,0
6959.5,3479.5,0
6960.5,3480,0
6961.5,3480.5,0
6962.5,3481,0
6963.5,3481.5,0
6964.5,3482,0
6965.5,3482.5,0
6966.5,3483,0
