Hours since 00:00 Jan 1,,Hourly Data: Field collector cosine efficiency
3620.5,1810,1
3621.5,1810.5,1
3622.5,1811,0
3623.5,1811.5,0
3624.5,1812,0
3625.5,1812.5,0
3626.5,1813,0
3627.5,1813.5,0
3628.5,1814,0
3629.5,1814.5,1
3630.5,1815,0.952959
3631.5,1815.5,0.984977
3632.5,1816,0.998706
3633.5,1816.5,0.998585
3634.5,1817,0.991229
3635.5,1817.5,0.983483
3636.5,1818,0.980226
3637.5,1818.5,0.984138
3638.5,1819,0.992385
3639.5,1819.5,0.999216
3640.5,1820,0.997691
3641.5,1820.5,0.981376
3642.5,1821,0.946767
3643.5,1821.5,1
3644.5,1822,1
3645.5,1822.5,1
3646.5,1823,0
3647.5,1823.5,0
3648.5,1824,0
3649.5,1824.5,0
3650.5,1825,0
3651.5,1825.5,0
3652.5,1826,0
3653.5,1826.5,1
3654.5,1827,0.952282
3655.5,1827.5,0.984587
3656.5,1828,0.998587
3657.5,1828.5,0.998705
3658.5,1829,0.991536
3659.5,1829.5,0.98391
3660.5,1830,0.980687
3661.5,1830.5,0.984514
3662.5,1831,0.992623
3663.5,1831.5,0.999285
3664.5,1832,0.99758
3665.5,1832.5,0.981088
3666.5,1833,0.946299
3667.5,1833.5,1
3668.5,1834,1
3669.5,1834.5,1
3670.5,1835,0
3671.5,1835.5,0
3672.5,1836,0
3673.5,1836.5,0
3674.5,1837,0
3675.5,1837.5,0
3676.5,1838,0
3677.5,1838.5,1
3678.5,1839,0.951624
3679.5,1839.5,0.98421
3680.5,1840,0.998468
3681.5,1840.5,0.998816
3682.5,1841,0.991825
3683.5,1841.5,0.984312
3684.5,1842,0.98112
3685.5,1842.5,0.984866
3686.5,1843,0.992844
3687.5,1843.5,0.999346
3688.5,1844,0.997474
3689.5,1844.5,0.98082
3690.5,1845,0.945864
3691.5,1845.5,1
3692.5,1846,1
3693.5,1846.5,1
3694.5,1847,0
3695.5,1847.5,0
3696.5,1848,0
3697.5,1848.5,0
3698.5,1849,0
3699.5,1849.5,0
3700.5,1850,0
3701.5,1850.5,0
3702.5,1851,0.950988
3703.5,1851.5,0.983842
3704.5,1852,0.99835
3705.5,1852.5,0.998917
3706.5,1853,0.992097
3707.5,1853.5,0.984689
3708.5,1854,0.981527
3709.5,1854.5,0.985194
3710.5,1855,0.993049
3711.5,1855.5,0.999401
3712.5,1856,0.997374
3713.5,1856.5,0.980571
3714.5,1857,0.945462
3715.5,1857.5,1
3716.5,1858,1
3717.5,1858.5,1
3718.5,1859,0
3719.5,1859.5,0
3720.5,1860,0
3721.5,1860.5,0
3722.5,1861,0
3723.5,1861.5,0
3724.5,1862,0
3725.5,1862.5,1
3726.5,1863,0.950372
3727.5,1863.5,0.983483
3728.5,1864,0.998232
3729.5,1864.5,0.99901
3730.5,1865,0.99235
3731.5,1865.5,0.985043
3732.5,1866,0.981907
3733.5,1866.5,0.985498
3734.5,1867,0.993236
3735.5,1867.5,0.99945
3736.5,1868,0.99728
3737.5,1868.5,0.980342
3738.5,1869,0.945093
3739.5,1869.5,1
3740.5,1870,1
3741.5,1870.5,1
3742.5,1871,0
3743.5,1871.5,0
3744.5,1872,0
3745.5,1872.5,0
3746.5,1873,0
3747.5,1873.5,0
3748.5,1874,0
3749.5,1874.5,1
3750.5,1875,0.94978
3751.5,1875.5,0.983139
3752.5,1876,0.998116
3753.5,1876.5,0.999094
3754.5,1877,0.992587
3755.5,1877.5,0.985373
3756.5,1878,0.982262
3757.5,1878.5,0.985779
3758.5,1879,0.993408
3759.5,1879.5,0.999493
3760.5,1880,0.997192
3761.5,1880.5,0.980133
3762.5,1881,0.944758
3763.5,1881.5,1
3764.5,1882,1
3765.5,1882.5,1
3766.5,1883,0
3767.5,1883.5,0
3768.5,1884,0
3769.5,1884.5,0
3770.5,1885,0
3771.5,1885.5,0
3772.5,1886,0
3773.5,1886.5,1
3774.5,1887,0.949211
3775.5,1887.5,0.982804
3776.5,1888,0.998002
3777.5,1888.5,0.99917
3778.5,1889,0.992807
3779.5,1889.5,0.98568
3780.5,1890,0.982591
3781.5,1890.5,0.986038
3782.5,1891,0.993564
3783.5,1891.5,0.999531
3784.5,1892,0.997112
3785.5,1892.5,0.979944
3786.5,1893,0.944456
3787.5,1893.5,1
3788.5,1894,1
3789.5,1894.5,1
3790.5,1895,0
3791.5,1895.5,0
3792.5,1896,0
3793.5,1896.5,0
3794.5,1897,0
3795.5,1897.5,0
3796.5,1898,0
3797.5,1898.5,1
3798.5,1899,0.948666
3799.5,1899.5,0.982484
3800.5,1900,0.997891
3801.5,1900.5,0.999239
3802.5,1901,0.993011
3803.5,1901.5,0.985964
3804.5,1902,0.982896
3805.5,1902.5,0.986275
3806.5,1903,0.993705
3807.5,1903.5,0.999564
3808.5,1904,0.997039
3809.5,1904.5,0.979776
3810.5,1905,0.944189
3811.5,1905.5,1
3812.5,1906,1
3813.5,1906.5,1
3814.5,1907,0
3815.5,1907.5,0
3816.5,1908,0
3817.5,1908.5,0
3818.5,1909,0
3819.5,1909.5,0
3820.5,1910,0
3821.5,1910.5,1
3822.5,1911,0.948146
3823.5,1911.5,0.982178
3824.5,1912,0.997783
3825.5,1912.5,0.999302
3826.5,1913,0.993199
3827.5,1913.5,0.986227
3828.5,1914,0.983177
3829.5,1914.5,0.98649
3830.5,1915,0.993832
3831.5,1915.5,0.999592
3832.5,1916,0.996974
3833.5,1916.5,0.979629
3834.5,1917,0.943956
3835.5,1917.5,1
3836.5,1918,1
3837.5,1918.5,1
3838.5,1919,0
3839.5,1919.5,0
3840.5,1920,0
3841.5,1920.5,0
3842.5,1921,0
3843.5,1921.5,0
3844.5,1922,0
3845.5,1922.5,1
3846.5,1923,0.947652
3847.5,1923.5,0.981886
3848.5,1924,0.99768
3849.5,1924.5,0.999358
3850.5,1925,0.993372
3851.5,1925.5,0.986467
3852.5,1926,0.983435
3853.5,1926.5,0.986685
3854.5,1927,0.993945
3855.5,1927.5,0.999616
3856.5,1928,0.996917
3857.5,1928.5,0.979503
3858.5,1929,0.943757
3859.5,1929.5,1
3860.5,1930,1
3861.5,1930.5,1
3862.5,1931,0
3863.5,1931.5,0
3864.5,1932,0
3865.5,1932.5,0
3866.5,1933,0
3867.5,1933.5,0
3868.5,1934,0
3869.5,1934.5,1
3870.5,1935,0.947186
3871.5,1935.5,0.98161
3872.5,1936,0.99758
3873.5,1936.5,0.999408
3874.5,1937,0.99353
3875.5,1937.5,0.986687
3876.5,1938,0.983669
3877.5,1938.5,0.986859
3878.5,1939,0.994044
3879.5,1939.5,0.999637
3880.5,1940,0.996868
3881.5,1940.5,0.979398
3882.5,1941,0.943592
3883.5,1941.5,1
3884.5,1942,1
3885.5,1942.5,1
3886.5,1943,0
3887.5,1943.5,0
3888.5,1944,0
3889.5,1944.5,0
3890.5,1945,0
3891.5,1945.5,0
3892.5,1946,0
3893.5,1946.5,1
3894.5,1947,0.946746
3895.5,1947.5,0.981349
3896.5,1948,0.997486
3897.5,1948.5,0.999452
3898.5,1949,0.993674
3899.5,1949.5,0.986886
3900.5,1950,0.983881
3901.5,1950.5,0.987013
3902.5,1951,0.994129
3903.5,1951.5,0.999654
3904.5,1952,0.996827
3905.5,1952.5,0.979314
3906.5,1953,0.943461
3907.5,1953.5,1
3908.5,1954,1
3909.5,1954.5,1
3910.5,1955,0
3911.5,1955.5,0
3912.5,1956,0
3913.5,1956.5,0
3914.5,1957,0
3915.5,1957.5,0
3916.5,1958,0
3917.5,1958.5,1
3918.5,1959,0.946336
3919.5,1959.5,0.9811
3920.5,1960,0.997396
3921.5,1960.5,0.999492
3922.5,1961,0.993804
3923.5,1961.5,0.987064
3924.5,1962,0.98407
3925.5,1962.5,0.987147
3926.5,1963,0.994201
3927.5,1963.5,0.999668
3928.5,1964,0.996795
3929.5,1964.5,0.979252
3930.5,1965,0.943365
3931.5,1965.5,1
3932.5,1966,1
3933.5,1966.5,1
3934.5,1967,0
3935.5,1967.5,0
3936.5,1968,0
3937.5,1968.5,0
3938.5,1969,0
3939.5,1969.5,0
3940.5,1970,0
3941.5,1970.5,1
3942.5,1971,0.945954
3943.5,1971.5,0.980873
3944.5,1972,0.997313
3945.5,1972.5,0.999526
3946.5,1973,0.99392
3947.5,1973.5,0.987222
3948.5,1974,0.984237
3949.5,1974.5,0.987262
3950.5,1975,0.994261
3951.5,1975.5,0.999678
3952.5,1976,0.996771
3953.5,1976.5,0.97921
3954.5,1977,0.943302
3955.5,1977.5,1
3956.5,1978,1
3957.5,1978.5,1
3958.5,1979,0
3959.5,1979.5,0
3960.5,1980,0
3961.5,1980.5,0
3962.5,1981,0
3963.5,1981.5,0
3964.5,1982,0
3965.5,1982.5,1
3966.5,1983,0.945602
3967.5,1983.5,0.980668
3968.5,1984,0.997236
3969.5,1984.5,0.999557
3970.5,1985,0.994022
3971.5,1985.5,0.98736
3972.5,1986,0.984382
3973.5,1986.5,0.987358
3974.5,1987,0.994308
3975.5,1987.5,0.999686
3976.5,1988,0.996756
3977.5,1988.5,0.97919
3978.5,1989,0.943274
3979.5,1989.5,1
3980.5,1990,1
3981.5,1990.5,1
3982.5,1991,0
3983.5,1991.5,0
3984.5,1992,0
3985.5,1992.5,0
3986.5,1993,0
3987.5,1993.5,0
3988.5,1994,0
3989.5,1994.5,1
3990.5,1995,0.94528
3991.5,1995.5,0.980477
3992.5,1996,0.997165
3993.5,1996.5,0.999583
3994.5,1997,0.994112
3995.5,1997.5,0.987479
3996.5,1998,0.984505
3997.5,1998.5,0.987434
3998.5,1999,0.994342
3999.5,1999.5,0.999691
4000.5,2000,0.996749
4001.5,2000.5,0.97919
4002.5,2001,0.943279
4003.5,2001.5,1
4004.5,2002,1
4005.5,2002.5,1
4006.5,2003,0
4007.5,2003.5,0
4008.5,2004,0
4009.5,2004.5,0
4010.5,2005,0
4011.5,2005.5,0
4012.5,2006,0
4013.5,2006.5,1
4014.5,2007,0.944989
4015.5,2007.5,0.980303
4016.5,2008,0.997102
4017.5,2008.5,0.999605
4018.5,2009,0.994188
4019.5,2009.5,0.987577
4020.5,2010,0.984607
4021.5,2010.5,0.987492
4022.5,2011,0.994364
4023.5,2011.5,0.999693
4024.5,2012,0.996751
4025.5,2012.5,0.979211
4026.5,2013,0.943318
4027.5,2013.5,1
4028.5,2014,1
4029.5,2014.5,1
4030.5,2015,0
4031.5,2015.5,0
4032.5,2016,0
4033.5,2016.5,0
4034.5,2017,0
4035.5,2017.5,0
4036.5,2018,0
4037.5,2018.5,1
4038.5,2019,0.94473
4039.5,2019.5,0.980151
4040.5,2020,0.997045
4041.5,2020.5,0.999624
4042.5,2021,0.994251
4043.5,2021.5,0.987657
4044.5,2022,0.984688
4045.5,2022.5,0.987531
4046.5,2023,0.994374
4047.5,2023.5,0.999692
4048.5,2024,0.996762
4049.5,2024.5,0.979253
4050.5,2025,0.94339
4051.5,2025.5,1
4052.5,2026,1
4053.5,2026.5,1
4054.5,2027,0
4055.5,2027.5,0
4056.5,2028,0
4057.5,2028.5,0
4058.5,2029,0
4059.5,2029.5,0
4060.5,2030,0
4061.5,2030.5,1
4062.5,2031,0.944503
4063.5,2031.5,0.980014
4064.5,2032,0.996997
4065.5,2032.5,0.999639
4066.5,2033,0.994302
4067.5,2033.5,0.987718
4068.5,2034,0.984747
4069.5,2034.5,0.987552
4070.5,2035,0.994372
4071.5,2035.5,0.999688
4072.5,2036,0.996781
4073.5,2036.5,0.979316
4074.5,2037,0.943495
4075.5,2037.5,1
4076.5,2038,1
4077.5,2038.5,1
4078.5,2039,0
4079.5,2039.5,0
4080.5,2040,0
4081.5,2040.5,0
4082.5,2041,0
4083.5,2041.5,0
4084.5,2042,0
4085.5,2042.5,1
4086.5,2043,0.944308
4087.5,2043.5,0.9799
4088.5,2044,0.996956
4089.5,2044.5,0.999651
4090.5,2045,0.99434
4091.5,2045.5,0.987759
4092.5,2046,0.984786
4093.5,2046.5,0.987555
4094.5,2047,0.994357
4095.5,2047.5,0.999682
4096.5,2048,0.996808
4097.5,2048.5,0.979398
4098.5,2049,0.943632
4099.5,2049.5,1
4100.5,2050,1
4101.5,2050.5,1
4102.5,2051,0
4103.5,2051.5,0
4104.5,2052,0
4105.5,2052.5,0
4106.5,2053,0
4107.5,2053.5,0
4108.5,2054,0
4109.5,2054.5,1
4110.5,2055,0.944147
4111.5,2055.5,0.979803
4112.5,2056,0.996923
4113.5,2056.5,0.99966
4114.5,2057,0.994366
4115.5,2057.5,0.987782
4116.5,2058,0.984803
4117.5,2058.5,0.987539
4118.5,2059,0.994331
4119.5,2059.5,0.999673
4120.5,2060,0.996844
4121.5,2060.5,0.9795
4122.5,2061,0.943802
4123.5,2061.5,1
4124.5,2062,1
4125.5,2062.5,1
4126.5,2063,0
4127.5,2063.5,0
4128.5,2064,0
4129.5,2064.5,0
4130.5,2065,0
4131.5,2065.5,0
4132.5,2066,0
4133.5,2066.5,1
4134.5,2067,0.944018
4135.5,2067.5,0.979728
4136.5,2068,0.996899
4137.5,2068.5,0.999666
4138.5,2069,0.994379
4139.5,2069.5,0.987785
4140.5,2070,0.9848
4141.5,2070.5,0.987504
4142.5,2071,0.994292
4143.5,2071.5,0.999661
4144.5,2072,0.996887
4145.5,2072.5,0.979623
4146.5,2073,0.944004
4147.5,2073.5,1
4148.5,2074,1
4149.5,2074.5,1
4150.5,2075,0
4151.5,2075.5,0
4152.5,2076,0
4153.5,2076.5,0
4154.5,2077,0
4155.5,2077.5,0
4156.5,2078,0
4157.5,2078.5,1
4158.5,2079,0.943923
4159.5,2079.5,0.979673
4160.5,2080,0.996882
4161.5,2080.5,0.999669
4162.5,2081,0.99438
4163.5,2081.5,0.98777
4164.5,2082,0.984775
4165.5,2082.5,0.987452
4166.5,2083,0.994241
4167.5,2083.5,0.999646
4168.5,2084,0.996939
4169.5,2084.5,0.979764
4170.5,2085,0.944238
4171.5,2085.5,1
4172.5,2086,1
4173.5,2086.5,1
4174.5,2087,0
4175.5,2087.5,0
4176.5,2088,0
4177.5,2088.5,0
4178.5,2089,0
4179.5,2089.5,0
4180.5,2090,0
4181.5,2090.5,1
4182.5,2091,0.943861
4183.5,2091.5,0.979638
4184.5,2092,0.996875
4185.5,2092.5,0.999669
4186.5,2093,0.994369
4187.5,2093.5,0.987736
4188.5,2094,0.984729
4189.5,2094.5,0.987381
4190.5,2095,0.994178
4191.5,2095.5,0.999627
4192.5,2096,0.996997
4193.5,2096.5,0.979924
4194.5,2097,0.944503
4195.5,2097.5,1
4196.5,2098,1
4197.5,2098.5,1
4198.5,2099,0
4199.5,2099.5,0
4200.5,2100,0
4201.5,2100.5,0
4202.5,2101,0
4203.5,2101.5,0
4204.5,2102,0
4205.5,2102.5,0
4206.5,2103,0.943834
4207.5,2103.5,0.979625
4208.5,2104,0.996875
4209.5,2104.5,0.999666
4210.5,2105,0.994345
4211.5,2105.5,0.987683
4212.5,2106,0.984663
4213.5,2106.5,0.987291
4214.5,2107,0.994102
4215.5,2107.5,0.999605
4216.5,2108,0.997064
4217.5,2108.5,0.980103
4218.5,2109,0.944798
4219.5,2109.5,1
4220.5,2110,1
4221.5,2110.5,1
4222.5,2111,0
4223.5,2111.5,0
4224.5,2112,0
4225.5,2112.5,0
4226.5,2113,0
4227.5,2113.5,0
4228.5,2114,0
4229.5,2114.5,1
4230.5,2115,0.943841
4231.5,2115.5,0.979632
4232.5,2116,0.996884
4233.5,2116.5,0.99966
4234.5,2117,0.994309
4235.5,2117.5,0.987612
4236.5,2118,0.984574
4237.5,2118.5,0.987183
4238.5,2119,0.994013
4239.5,2119.5,0.999579
4240.5,2120,0.997136
4241.5,2120.5,0.9803
4242.5,2121,0.945123
4243.5,2121.5,1
4244.5,2122,1
4245.5,2122.5,1
4246.5,2123,0
4247.5,2123.5,0
4248.5,2124,0
4249.5,2124.5,0
4250.5,2125,0
4251.5,2125.5,0
4252.5,2126,0
4253.5,2126.5,0
4254.5,2127,0.943882
4255.5,2127.5,0.979661
4256.5,2128,0.996902
4257.5,2128.5,0.999652
4258.5,2129,0.99426
4259.5,2129.5,0.987521
4260.5,2130,0.984465
4261.5,2130.5,0.987055
4262.5,2131,0.993912
4263.5,2131.5,0.99955
4264.5,2132,0.997216
4265.5,2132.5,0.980515
4266.5,2133,0.945478
4267.5,2133.5,1
4268.5,2134,1
4269.5,2134.5,1
4270.5,2135,0
4271.5,2135.5,0
4272.5,2136,0
4273.5,2136.5,0
4274.5,2137,0
4275.5,2137.5,0
4276.5,2138,0
4277.5,2138.5,0
4278.5,2139,0.943957
4279.5,2139.5,0.979711
4280.5,2140,0.996929
4281.5,2140.5,0.99964
4282.5,2141,0.994198
4283.5,2141.5,0.98741
4284.5,2142,0.984333
4285.5,2142.5,0.986909
4286.5,2143,0.993797
4287.5,2143.5,0.999516
4288.5,2144,0.997302
4289.5,2144.5,0.980747
4290.5,2145,0.945863
4291.5,2145.5,1
4292.5,2146,1
4293.5,2146.5,1
4294.5,2147,0
4295.5,2147.5,0
4296.5,2148,0
4297.5,2148.5,0
4298.5,2149,0
4299.5,2149.5,0
4300.5,2150,0
4301.5,2150.5,0
4302.5,2151,0
4303.5,2151.5,0.979726
4304.5,2152,0.996968
4305.5,2152.5,0.999624
4306.5,2153,0.994124
4307.5,2153.5,0.987281
4308.5,2154,0.98418
4309.5,2154.5,0.986743
4310.5,2155,0.993669
4311.5,2155.5,0.999477
4312.5,2156,0.997393
4313.5,2156.5,0.980995
4314.5,2157,0.946275
4315.5,2157.5,1
4316.5,2158,1
4317.5,2158.5,1
4318.5,2159,0
4319.5,2159.5,0
4320.5,2160,0
4321.5,2160.5,0
4322.5,2161,0
4323.5,2161.5,0
4324.5,2162,0
4325.5,2162.5,0
4326.5,2163,0.944211
4327.5,2163.5,0.979844
4328.5,2164,0.99701
4329.5,2164.5,0.999606
4330.5,2165,0.994036
4331.5,2165.5,0.987131
4332.5,2166,0.984005
4333.5,2166.5,0.986558
4334.5,2167,0.993527
4335.5,2167.5,0.999434
4336.5,2168,0.99749
4337.5,2168.5,0.981282
4338.5,2169,0.946754
4339.5,2169.5,1
4340.5,2170,1
4341.5,2170.5,1
4342.5,2171,0
4343.5,2171.5,0
4344.5,2172,0
4345.5,2172.5,0
4346.5,2173,0
4347.5,2173.5,0
4348.5,2174,0
4349.5,2174.5,0
4350.5,2175,0.944381
4351.5,2175.5,0.979981
4352.5,2176,0.997057
4353.5,2176.5,0.999584
4354.5,2177,0.993936
4355.5,2177.5,0.986968
4356.5,2178,0.983808
4357.5,2178.5,0.986334
4358.5,2179,0.993358
4359.5,2179.5,0.999381
4360.5,2180,0.997599
4361.5,2180.5,0.981562
4362.5,2181,0.947221
4363.5,2181.5,1
4364.5,2182,1
4365.5,2182.5,1
4366.5,2183,0
4367.5,2183.5,0
4368.5,2184,0
4369.5,2184.5,0
4370.5,2185,0
4371.5,2185.5,0
4372.5,2186,0
4373.5,2186.5,0
4374.5,2187,0.944595
4375.5,2187.5,0.980116
4376.5,2188,0.997116
4377.5,2188.5,0.999557
4378.5,2189,0.99382
4379.5,2189.5,0.986778
4380.5,2190,0.983587
4381.5,2190.5,0.986109
4382.5,2191,0.993188
4383.5,2191.5,0.999326
4384.5,2192,0.997705
4385.5,2192.5,0.981857
4386.5,2193,0.947714
4387.5,2193.5,1
4388.5,2194,1
4389.5,2194.5,1
4390.5,2195,0
4391.5,2195.5,0
4392.5,2196,0
4393.5,2196.5,0
4394.5,2197,0
4395.5,2197.5,0
4396.5,2198,0
4397.5,2198.5,0
4398.5,2199,0.944844
4399.5,2199.5,0.980272
4400.5,2200,0.997183
4401.5,2200.5,0.999526
4402.5,2201,0.99369
4403.5,2201.5,0.986566
4404.5,2202,0.983343
4405.5,2202.5,0.985863
4406.5,2203,0.993003
4407.5,2203.5,0.999265
4408.5,2204,0.997815
4409.5,2204.5,0.982166
4410.5,2205,0.948232
4411.5,2205.5,1
4412.5,2206,1
4413.5,2206.5,1
4414.5,2207,0
4415.5,2207.5,0
4416.5,2208,0
4417.5,2208.5,0
4418.5,2209,0
4419.5,2209.5,0
4420.5,2210,0
4421.5,2210.5,0
4422.5,2211,0.945128
4423.5,2211.5,0.980447
4424.5,2212,0.997258
4425.5,2212.5,0.999491
4426.5,2213,0.993546
4427.5,2213.5,0.986333
4428.5,2214,0.983075
4429.5,2214.5,0.985597
4430.5,2215,0.992803
4431.5,2215.5,0.999198
4432.5,2216,0.997927
4433.5,2216.5,0.982488
4434.5,2217,0.948773
4435.5,2217.5,1
4436.5,2218,1
4437.5,2218.5,1
4438.5,2219,0
4439.5,2219.5,0
4440.5,2220,0
4441.5,2220.5,0
4442.5,2221,0
4443.5,2221.5,0
4444.5,2222,0
4445.5,2222.5,0
4446.5,2223,0.945446
4447.5,2223.5,0.980638
4448.5,2224,0.997339
4449.5,2224.5,0.99945
4450.5,2225,0.993386
4451.5,2225.5,0.986078
4452.5,2226,0.982783
4453.5,2226.5,0.98531
4454.5,2227,0.992588
4455.5,2227.5,0.999123
4456.5,2228,0.998043
4457.5,2228.5,0.982823
4458.5,2229,0.949339
4459.5,2229.5,1
4460.5,2230,1
4461.5,2230.5,1
4462.5,2231,0
4463.5,2231.5,0
4464.5,2232,0
4465.5,2232.5,0
4466.5,2233,0
4467.5,2233.5,0
4468.5,2234,0
4469.5,2234.5,0
4470.5,2235,0.945797
4471.5,2235.5,0.980855
4472.5,2236,0.997428
4473.5,2236.5,0.999404
4474.5,2237,0.993211
4475.5,2237.5,0.985801
4476.5,2238,0.982466
4477.5,2238.5,0.985002
4478.5,2239,0.992358
4479.5,2239.5,0.999041
4480.5,2240,0.99816
4481.5,2240.5,0.98317
4482.5,2241,0.949926
4483.5,2241.5,1
4484.5,2242,1
4485.5,2242.5,1
4486.5,2243,0
4487.5,2243.5,0
4488.5,2244,0
4489.5,2244.5,0
4490.5,2245,0
4491.5,2245.5,0
4492.5,2246,0
4493.5,2246.5,0
4494.5,2247,0.946183
4495.5,2247.5,0.981096
4496.5,2248,0.997525
4497.5,2248.5,0.999352
4498.5,2249,0.993019
4499.5,2249.5,0.985501
4500.5,2250,0.982125
4501.5,2250.5,0.984672
4502.5,2251,0.99211
4503.5,2251.5,0.998951
4504.5,2252,0.998279
4505.5,2252.5,0.983529
4506.5,2253,0.950535
4507.5,2253.5,1
4508.5,2254,1
4509.5,2254.5,1
4510.5,2255,0
4511.5,2255.5,0
4512.5,2256,0
4513.5,2256.5,0
4514.5,2257,0
4515.5,2257.5,0
4516.5,2258,0
4517.5,2258.5,0
4518.5,2259,0.946601
4519.5,2259.5,0.981347
4520.5,2260,0.997623
4521.5,2260.5,0.999293
4522.5,2261,0.992811
4523.5,2261.5,0.985178
4524.5,2262,0.981758
4525.5,2262.5,0.984319
4526.5,2263,0.991847
4527.5,2263.5,0.998853
4528.5,2264,0.998399
4529.5,2264.5,0.983898
4530.5,2265,0.951166
4531.5,2265.5,1
4532.5,2266,1
4533.5,2266.5,1
4534.5,2267,0
4535.5,2267.5,0
4536.5,2268,0
4537.5,2268.5,0
4538.5,2269,0
4539.5,2269.5,0
4540.5,2270,0
4541.5,2270.5,0
4542.5,2271,0.947052
4543.5,2271.5,0.981616
4544.5,2272,0.997731
4545.5,2272.5,0.999227
4546.5,2273,0.992586
4547.5,2273.5,0.984831
4548.5,2274,0.981364
4549.5,2274.5,0.983944
4550.5,2275,0.991566
4551.5,2275.5,0.998746
4552.5,2276,0.99852
4553.5,2276.5,0.984277
4554.5,2277,0.951816
4555.5,2277.5,1
4556.5,2278,1
4557.5,2278.5,1
4558.5,2279,0
4559.5,2279.5,0
4560.5,2280,0
4561.5,2280.5,0
4562.5,2281,0
4563.5,2281.5,0
4564.5,2282,0
4565.5,2282.5,0
4566.5,2283,0.947536
4567.5,2283.5,0.981915
4568.5,2284,0.99784
4569.5,2284.5,0.999154
4570.5,2285,0.992343
4571.5,2285.5,0.98446
4572.5,2286,0.980944
4573.5,2286.5,0.983545
4574.5,2287,0.991267
4575.5,2287.5,0.998629
4576.5,2288,0.99864
4577.5,2288.5,0.984665
4578.5,2289,0.952485
4579.5,2289.5,1
4580.5,2290,1
4581.5,2290.5,1
4582.5,2291,0
4583.5,2291.5,0
4584.5,2292,0
4585.5,2292.5,0
4586.5,2293,0
4587.5,2293.5,0
4588.5,2294,0
4589.5,2294.5,0
4590.5,2295,0.948051
4591.5,2295.5,0.982206
4592.5,2296,0.997955
4593.5,2296.5,0.999072
4594.5,2297,0.992082
4595.5,2297.5,0.984064
4596.5,2298,0.980496
4597.5,2298.5,0.982524
4598.5,2299,0.990951
4599.5,2299.5,0.998502
4600.5,2300,0.998759
4601.5,2300.5,0.985062
4602.5,2301,0.953172
4603.5,2301.5,1
4604.5,2302,1
4605.5,2302.5,1
4606.5,2303,0
4607.5,2303.5,0
4608.5,2304,0
4609.5,2304.5,0
4610.5,2305,0
4611.5,2305.5,0
4612.5,2306,0
4613.5,2306.5,0
4614.5,2307,0.948597
4615.5,2307.5,0.982555
4616.5,2308,0.998074
4617.5,2308.5,0.998983
4618.5,2309,0.991803
4619.5,2309.5,0.983642
4620.5,2310,0.98002
4621.5,2310.5,0.982675
4622.5,2311,0.990615
4623.5,2311.5,0.998364
4624.5,2312,0.998876
4625.5,2312.5,0.985466
4626.5,2313,0.953877
4627.5,2313.5,1
4628.5,2314,1
4629.5,2314.5,1
4630.5,2315,0
4631.5,2315.5,0
4632.5,2316,0
4633.5,2316.5,0
4634.5,2317,0
4635.5,2317.5,0
4636.5,2318,0
4637.5,2318.5,0
4638.5,2319,0.949174
4639.5,2319.5,0.982901
4640.5,2320,0.998196
4641.5,2320.5,0.998883
4642.5,2321,0.991503
4643.5,2321.5,0.983194
4644.5,2322,0.979516
4645.5,2322.5,0.982203
4646.5,2323,0.99026
4647.5,2323.5,0.998215
4648.5,2324,0.998992
4649.5,2324.5,0.985878
4650.5,2325,0.954599
4651.5,2325.5,1
4652.5,2326,1
4653.5,2326.5,1
4654.5,2327,0
4655.5,2327.5,0
4656.5,2328,0
4657.5,2328.5,0
4658.5,2329,0
4659.5,2329.5,0
4660.5,2330,0
4661.5,2330.5,0
4662.5,2331,0.949781
4663.5,2331.5,0.983267
4664.5,2332,0.998322
4665.5,2332.5,0.998774
4666.5,2333,0.991183
4667.5,2333.5,0.982718
4668.5,2334,0.978982
4669.5,2334.5,0.981704
4670.5,2335,0.989885
4671.5,2335.5,0.998053
4672.5,2336,0.999104
4673.5,2336.5,0.986296
4674.5,2337,0.955336
4675.5,2337.5,1
4676.5,2338,1
4677.5,2338.5,1
4678.5,2339,0
4679.5,2339.5,0
4680.5,2340,0
4681.5,2340.5,0
4682.5,2341,0
4683.5,2341.5,0
4684.5,2342,0
4685.5,2342.5,0
4686.5,2343,0.950417
4687.5,2343.5,0.983621
4688.5,2344,0.998449
4689.5,2344.5,0.998653
4690.5,2345,0.990842
4691.5,2345.5,0.982216
4692.5,2346,0.978418
4693.5,2346.5,0.981179
4694.5,2347,0.98949
4695.5,2347.5,0.99788
4696.5,2348,0.999213
4697.5,2348.5,0.986719
4698.5,2349,0.956087
4699.5,2349.5,1
4700.5,2350,1
4701.5,2350.5,1
4702.5,2351,0
4703.5,2351.5,0
4704.5,2352,0
4705.5,2352.5,0
4706.5,2353,0
4707.5,2353.5,0
4708.5,2354,0
4709.5,2354.5,0
4710.5,2355,0
4711.5,2355.5,0
4712.5,2356,0.998573
4713.5,2356.5,0.99852
4714.5,2357,0.990479
4715.5,2357.5,0.981684
4716.5,2358,0.977823
4717.5,2358.5,0.980627
4718.5,2359,0.989073
4719.5,2359.5,0.997693
4720.5,2360,0.999318
4721.5,2360.5,0.987147
4722.5,2361,0.956853
4723.5,2361.5,1
4724.5,2362,1
4725.5,2362.5,1
4726.5,2363,0
